unique_id,is_best,name,origin,destination,departure time,arrival time,duration,stops,price,dis_from_origin,dis_from_dest,departure_dt,departure_seconds,arrival_dt,arrival_seconds,duration_min
ORD_JFK0,True,Delta,ORD,JFK,"6:20 PM on Sat, Oct 11","10:00 PM on Sat, Oct 11",2 hr 40 min,0,152,0.2460643477547049,0.3561336485756944,1900-10-11 18:20:00,3522000.0,1900-10-11 22:00:00,3535200.0,160
ORD_JFK1,True,Frontier,ORD,JFK,"6:40 AM on Sat, Oct 11","10:03 AM on Sat, Oct 11",2 hr 23 min,0,153,0.2460643477547049,0.3561336485756944,1900-10-11 06:40:00,3480000.0,1900-10-11 10:03:00,3492180.0,143
ORD_JFK2,True,American,ORD,JFK,"1:40 PM on Sat, Oct 11","4:59 PM on Sat, Oct 11",2 hr 19 min,0,195,0.2460643477547049,0.3561336485756944,1900-10-11 13:40:00,3505200.0,1900-10-11 16:59:00,3517140.0,139
ORD_JFK3,True,Delta,ORD,JFK,"1:08 PM on Sat, Oct 11","4:35 PM on Sat, Oct 11",2 hr 27 min,0,204,0.2460643477547049,0.3561336485756944,1900-10-11 13:08:00,3503280.0,1900-10-11 16:35:00,3515700.0,147
ORD_JFK4,False,Frontier,ORD,JFK,"5:45 PM on Sat, Oct 11","12:33 AM on Sun, Oct 12",5 hr 48 min,1,127,0.2460643477547049,0.3561336485756944,1900-10-11 17:45:00,3519900.0,1900-10-12 00:33:00,3544380.0,348
ORD_JFK5,False,Delta,ORD,JFK,"7:00 AM on Sat, Oct 11","10:25 AM on Sat, Oct 11",2 hr 25 min,0,204,0.2460643477547049,0.3561336485756944,1900-10-11 07:00:00,3481200.0,1900-10-11 10:25:00,3493500.0,145
ORD_JFK6,False,Delta,ORD,JFK,"10:36 AM on Sat, Oct 11","1:59 PM on Sat, Oct 11",2 hr 23 min,0,204,0.2460643477547049,0.3561336485756944,1900-10-11 10:36:00,3494160.0,1900-10-11 13:59:00,3506340.0,143
ORD_JFK7,False,JetBlue,ORD,JFK,"8:34 AM on Sat, Oct 11","12:01 PM on Sat, Oct 11",2 hr 27 min,0,210,0.2460643477547049,0.3561336485756944,1900-10-11 08:34:00,3486840.0,1900-10-11 12:01:00,3499260.0,147
ORD_JFK8,False,American,ORD,JFK,"5:20 AM on Sat, Oct 11","1:35 PM on Sat, Oct 11",7 hr 15 min,1,220,0.2460643477547049,0.3561336485756944,1900-10-11 05:20:00,3475200.0,1900-10-11 13:35:00,3504900.0,435
ORD_JFK9,False,American,ORD,JFK,"7:09 AM on Sat, Oct 11","2:32 PM on Sat, Oct 11",6 hr 23 min,1,220,0.2460643477547049,0.3561336485756944,1900-10-11 07:09:00,3481740.0,1900-10-11 14:32:00,3508320.0,383
ORD_JFK10,False,American,ORD,JFK,"7:10 AM on Sat, Oct 11","1:35 PM on Sat, Oct 11",5 hr 25 min,1,220,0.2460643477547049,0.3561336485756944,1900-10-11 07:10:00,3481800.0,1900-10-11 13:35:00,3504900.0,325
ORD_JFK11,False,American,ORD,JFK,"7:10 AM on Sat, Oct 11","2:59 PM on Sat, Oct 11",6 hr 49 min,1,220,0.2460643477547049,0.3561336485756944,1900-10-11 07:10:00,3481800.0,1900-10-11 14:59:00,3509940.0,409
ORD_JFK12,False,American,ORD,JFK,"8:15 AM on Sat, Oct 11","2:59 PM on Sat, Oct 11",5 hr 44 min,1,220,0.2460643477547049,0.3561336485756944,1900-10-11 08:15:00,3485700.0,1900-10-11 14:59:00,3509940.0,344
ORD_JFK13,False,American,ORD,JFK,"8:15 AM on Sat, Oct 11","4:18 PM on Sat, Oct 11",7 hr 3 min,1,220,0.2460643477547049,0.3561336485756944,1900-10-11 08:15:00,3485700.0,1900-10-11 16:18:00,3514680.0,423
ORD_JFK14,False,American,ORD,JFK,"9:10 AM on Sat, Oct 11","2:59 PM on Sat, Oct 11",4 hr 49 min,1,220,0.2460643477547049,0.3561336485756944,1900-10-11 09:10:00,3489000.0,1900-10-11 14:59:00,3509940.0,289
ORD_JFK15,False,American,ORD,JFK,"9:10 AM on Sat, Oct 11","4:18 PM on Sat, Oct 11",6 hr 8 min,1,220,0.2460643477547049,0.3561336485756944,1900-10-11 09:10:00,3489000.0,1900-10-11 16:18:00,3514680.0,368
ORD_JFK16,False,American,ORD,JFK,"12:51 PM on Sat, Oct 11","8:00 PM on Sat, Oct 11",6 hr 9 min,1,220,0.2460643477547049,0.3561336485756944,1900-10-11 12:51:00,3502260.0,1900-10-11 20:00:00,3528000.0,369
ORD_JFK17,False,American,ORD,JFK,"4:58 PM on Sat, Oct 11","10:29 PM on Sat, Oct 11",4 hr 31 min,1,220,0.2460643477547049,0.3561336485756944,1900-10-11 16:58:00,3517080.0,1900-10-11 22:29:00,3536940.0,271
ORD_JFK18,False,American,ORD,JFK,"4:28 PM on Sat, Oct 11","8:00 PM on Sat, Oct 11",2 hr 32 min,0,229,0.2460643477547049,0.3561336485756944,1900-10-11 16:28:00,3515280.0,1900-10-11 20:00:00,3528000.0,152
ORD_JFK19,False,American,ORD,JFK,"8:56 AM on Sat, Oct 11","2:30 PM on Sat, Oct 11",4 hr 34 min,1,246,0.2460643477547049,0.3561336485756944,1900-10-11 08:56:00,3488160.0,1900-10-11 14:30:00,3508200.0,274
ORD_JFK20,False,American,ORD,JFK,"2:36 PM on Sat, Oct 11","10:29 PM on Sat, Oct 11",6 hr 53 min,1,246,0.2460643477547049,0.3561336485756944,1900-10-11 14:36:00,3508560.0,1900-10-11 22:29:00,3536940.0,413
ORD_JFK21,False,American,ORD,JFK,"3:11 PM on Sat, Oct 11","8:30 PM on Sat, Oct 11",4 hr 19 min,1,246,0.2460643477547049,0.3561336485756944,1900-10-11 15:11:00,3510660.0,1900-10-11 20:30:00,3529800.0,259
ORD_JFK22,False,Delta,ORD,JFK,"3:50 PM on Sat, Oct 11","11:50 PM on Sat, Oct 11",7 hr,1,255,0.2460643477547049,0.3561336485756944,1900-10-11 15:50:00,3513000.0,1900-10-11 23:50:00,3541800.0,420
ORD_JFK23,False,Delta,ORD,JFK,"4:09 PM on Sat, Oct 11","12:56 AM on Sun, Oct 12",7 hr 47 min,1,255,0.2460643477547049,0.3561336485756944,1900-10-11 16:09:00,3514140.0,1900-10-12 00:56:00,3545760.0,467
ORD_JFK24,False,Delta,ORD,JFK,"4:56 PM on Sat, Oct 11","11:18 PM on Sat, Oct 11",5 hr 22 min,1,255,0.2460643477547049,0.3561336485756944,1900-10-11 16:56:00,3516960.0,1900-10-11 23:18:00,3539880.0,322
ORD_JFK25,False,Delta,ORD,JFK,"5:40 PM on Sat, Oct 11","11:50 PM on Sat, Oct 11",5 hr 10 min,1,255,0.2460643477547049,0.3561336485756944,1900-10-11 17:40:00,3519600.0,1900-10-11 23:50:00,3541800.0,310
ORD_JFK26,False,Delta,ORD,JFK,"6:10 PM on Sat, Oct 11","12:56 AM on Sun, Oct 12",5 hr 46 min,1,255,0.2460643477547049,0.3561336485756944,1900-10-11 18:10:00,3521400.0,1900-10-12 00:56:00,3545760.0,346
ORD_JFK27,False,Delta,ORD,JFK,"1:18 PM on Sat, Oct 11","7:59 PM on Sat, Oct 11",5 hr 41 min,1,263,0.2460643477547049,0.3561336485756944,1900-10-11 13:18:00,3503880.0,1900-10-11 19:59:00,3527940.0,341
ORD_JFK28,False,American,ORD,JFK,"1:14 PM on Sat, Oct 11","8:30 PM on Sat, Oct 11",6 hr 16 min,1,289,0.2460643477547049,0.3561336485756944,1900-10-11 13:14:00,3503640.0,1900-10-11 20:30:00,3529800.0,376
ORD_JFK29,False,American,ORD,JFK,"9:41 AM on Sat, Oct 11","1:00 PM on Sat, Oct 11",2 hr 19 min,0,298,0.2460643477547049,0.3561336485756944,1900-10-11 09:41:00,3490860.0,1900-10-11 13:00:00,3502800.0,139
ORD_JFK30,False,American,ORD,JFK,"3:08 PM on Sat, Oct 11","7:56 AM on Sun, Oct 12",15 hr 48 min,1,321,0.2460643477547049,0.3561336485756944,1900-10-11 15:08:00,3510480.0,1900-10-12 07:56:00,3570960.0,948
ORD_JFK31,False,Delta,ORD,JFK,"1:18 PM on Sat, Oct 11","10:06 PM on Sat, Oct 11",7 hr 48 min,1,323,0.2460643477547049,0.3561336485756944,1900-10-11 13:18:00,3503880.0,1900-10-11 22:06:00,3535560.0,468
ORD_JFK32,False,American,ORD,JFK,"5:40 PM on Sat, Oct 11","7:56 AM on Sun, Oct 12",13 hr 16 min,1,355,0.2460643477547049,0.3561336485756944,1900-10-11 17:40:00,3519600.0,1900-10-12 07:56:00,3570960.0,796
ORD_JFK33,False,American,ORD,JFK,"7:32 PM on Sat, Oct 11","7:56 AM on Sun, Oct 12",11 hr 24 min,1,355,0.2460643477547049,0.3561336485756944,1900-10-11 19:32:00,3526320.0,1900-10-12 07:56:00,3570960.0,684
ORD_JFK34,False,American,ORD,JFK,"8:25 PM on Sat, Oct 11","7:56 AM on Sun, Oct 12",10 hr 31 min,1,355,0.2460643477547049,0.3561336485756944,1900-10-11 20:25:00,3529500.0,1900-10-12 07:56:00,3570960.0,631
ORD_JFK35,False,American,ORD,JFK,"6:00 AM on Sat, Oct 11","7:29 PM on Sat, Oct 11",12 hr 29 min,1,364,0.2460643477547049,0.3561336485756944,1900-10-11 06:00:00,3477600.0,1900-10-11 19:29:00,3526140.0,749
ORD_JFK36,False,American,ORD,JFK,"6:00 AM on Sat, Oct 11","12:25 AM on Sun, Oct 12",17 hr 25 min,1,364,0.2460643477547049,0.3561336485756944,1900-10-11 06:00:00,3477600.0,1900-10-12 00:25:00,3543900.0,1045
ORD_JFK37,False,Frontier,ORD,JFK,"7:43 PM on Sat, Oct 11","10:24 AM on Sun, Oct 12",13 hr 41 min,1,374,0.2460643477547049,0.3561336485756944,1900-10-11 19:43:00,3526980.0,1900-10-12 10:24:00,3579840.0,821
ORD_JFK38,False,American,ORD,JFK,"1:20 PM on Sat, Oct 11","8:00 PM on Sat, Oct 11",5 hr 40 min,1,375,0.2460643477547049,0.3561336485756944,1900-10-11 13:20:00,3504000.0,1900-10-11 20:00:00,3528000.0,340
ORD_JFK39,False,Delta,ORD,JFK,"7:10 AM on Sat, Oct 11","11:59 AM on Sat, Oct 11",3 hr 49 min,1,409,0.2460643477547049,0.3561336485756944,1900-10-11 07:10:00,3481800.0,1900-10-11 11:59:00,3499140.0,229
ORD_JFK40,False,Delta,ORD,JFK,"10:30 AM on Sat, Oct 11","6:45 PM on Sat, Oct 11",7 hr 15 min,1,409,0.2460643477547049,0.3561336485756944,1900-10-11 10:30:00,3493800.0,1900-10-11 18:45:00,3523500.0,435
ORD_JFK41,False,Delta,ORD,JFK,"1:25 PM on Sat, Oct 11","6:45 PM on Sat, Oct 11",4 hr 20 min,1,409,0.2460643477547049,0.3561336485756944,1900-10-11 13:25:00,3504300.0,1900-10-11 18:45:00,3523500.0,260
ORD_JFK42,False,American,ORD,JFK,"1:20 PM on Sat, Oct 11","7:56 AM on Sun, Oct 12",17 hr 36 min,1,415,0.2460643477547049,0.3561336485756944,1900-10-11 13:20:00,3504000.0,1900-10-12 07:56:00,3570960.0,1056
ORD_JFK43,False,American,ORD,JFK,"5:00 AM on Sat, Oct 11","7:29 PM on Sat, Oct 11",13 hr 29 min,1,432,0.2460643477547049,0.3561336485756944,1900-10-11 05:00:00,3474000.0,1900-10-11 19:29:00,3526140.0,809
ORD_JFK44,False,American,ORD,JFK,"8:06 AM on Sat, Oct 11","7:29 PM on Sat, Oct 11",10 hr 23 min,1,432,0.2460643477547049,0.3561336485756944,1900-10-11 08:06:00,3485160.0,1900-10-11 19:29:00,3526140.0,623
ORD_JFK45,False,American,ORD,JFK,"8:06 AM on Sat, Oct 11","12:25 AM on Sun, Oct 12",15 hr 19 min,1,432,0.2460643477547049,0.3561336485756944,1900-10-11 08:06:00,3485160.0,1900-10-12 00:25:00,3543900.0,919
ORD_JFK46,False,American,ORD,JFK,"6:00 AM on Sat, Oct 11","5:33 PM on Sat, Oct 11",10 hr 33 min,1,450,0.2460643477547049,0.3561336485756944,1900-10-11 06:00:00,3477600.0,1900-10-11 17:33:00,3519180.0,633
ORD_JFK47,False,American,ORD,JFK,"6:00 AM on Sat, Oct 11","11:00 PM on Sat, Oct 11",16 hr,1,450,0.2460643477547049,0.3561336485756944,1900-10-11 06:00:00,3477600.0,1900-10-11 23:00:00,3538800.0,960
ORD_JFK48,False,American,ORD,JFK,"3:11 PM on Sat, Oct 11","7:59 AM on Sun, Oct 12",15 hr 48 min,1,472,0.2460643477547049,0.3561336485756944,1900-10-11 15:11:00,3510660.0,1900-10-12 07:59:00,3571140.0,948
ORD_JFK49,False,American,ORD,JFK,"5:19 PM on Sat, Oct 11","7:59 AM on Sun, Oct 12",13 hr 40 min,1,472,0.2460643477547049,0.3561336485756944,1900-10-11 17:19:00,3518340.0,1900-10-12 07:59:00,3571140.0,820
ORD_JFK50,False,American,ORD,JFK,"7:15 PM on Sat, Oct 11","7:59 AM on Sun, Oct 12",11 hr 44 min,1,472,0.2460643477547049,0.3561336485756944,1900-10-11 19:15:00,3525300.0,1900-10-12 07:59:00,3571140.0,704
ORD_JFK51,False,American,ORD,JFK,"8:04 PM on Sat, Oct 11","7:59 AM on Sun, Oct 12",10 hr 55 min,1,472,0.2460643477547049,0.3561336485756944,1900-10-11 20:04:00,3528240.0,1900-10-12 07:59:00,3571140.0,655
ORD_JFK52,False,American,ORD,JFK,"10:29 AM on Sat, Oct 11","9:13 PM on Sat, Oct 11",9 hr 44 min,1,476,0.2460643477547049,0.3561336485756944,1900-10-11 10:29:00,3493740.0,1900-10-11 21:13:00,3532380.0,584
ORD_JFK53,False,American,ORD,JFK,"1:51 PM on Sat, Oct 11","12:25 AM on Sun, Oct 12",9 hr 34 min,1,485,0.2460643477547049,0.3561336485756944,1900-10-11 13:51:00,3505860.0,1900-10-12 00:25:00,3543900.0,574
ORD_JFK54,False,American,ORD,JFK,"5:00 AM on Sat, Oct 11","9:13 PM on Sat, Oct 11",15 hr 13 min,1,486,0.2460643477547049,0.3561336485756944,1900-10-11 05:00:00,3474000.0,1900-10-11 21:13:00,3532380.0,913
ORD_JFK55,False,American,ORD,JFK,"8:30 AM on Sat, Oct 11","9:13 PM on Sat, Oct 11",11 hr 43 min,1,486,0.2460643477547049,0.3561336485756944,1900-10-11 08:30:00,3486600.0,1900-10-11 21:13:00,3532380.0,703
ORD_JFK56,False,American,ORD,JFK,"8:25 AM on Sat, Oct 11","8:19 PM on Sat, Oct 11",10 hr 54 min,1,489,0.2460643477547049,0.3561336485756944,1900-10-11 08:25:00,3486300.0,1900-10-11 20:19:00,3529140.0,654
ORD_JFK57,False,American,ORD,JFK,"7:00 AM on Sat, Oct 11","12:38 PM on Sat, Oct 11",4 hr 38 min,1,500,0.2460643477547049,0.3561336485756944,1900-10-11 07:00:00,3481200.0,1900-10-11 12:38:00,3501480.0,278
ORD_JFK58,False,American,ORD,JFK,"7:00 AM on Sat, Oct 11","2:00 PM on Sat, Oct 11",6 hr,1,500,0.2460643477547049,0.3561336485756944,1900-10-11 07:00:00,3481200.0,1900-10-11 14:00:00,3506400.0,360
ORD_JFK59,False,American,ORD,JFK,"8:30 AM on Sat, Oct 11","2:43 PM on Sat, Oct 11",5 hr 13 min,1,500,0.2460643477547049,0.3561336485756944,1900-10-11 08:30:00,3486600.0,1900-10-11 14:43:00,3508980.0,313
ORD_JFK60,False,American,ORD,JFK,"12:52 PM on Sat, Oct 11","7:29 PM on Sat, Oct 11",5 hr 37 min,1,500,0.2460643477547049,0.3561336485756944,1900-10-11 12:52:00,3502320.0,1900-10-11 19:29:00,3526140.0,337
ORD_JFK61,False,American,ORD,JFK,"1:20 PM on Sat, Oct 11","6:55 PM on Sat, Oct 11",4 hr 35 min,1,500,0.2460643477547049,0.3561336485756944,1900-10-11 13:20:00,3504000.0,1900-10-11 18:55:00,3524100.0,275
ORD_JFK62,False,Delta,ORD,JFK,"5:20 AM on Sat, Oct 11","11:14 AM on Sat, Oct 11",4 hr 54 min,1,512,0.2460643477547049,0.3561336485756944,1900-10-11 05:20:00,3475200.0,1900-10-11 11:14:00,3496440.0,294
ORD_JFK63,False,Delta,ORD,JFK,"9:39 AM on Sat, Oct 11","6:10 PM on Sat, Oct 11",7 hr 31 min,1,512,0.2460643477547049,0.3561336485756944,1900-10-11 09:39:00,3490740.0,1900-10-11 18:10:00,3521400.0,451
ORD_JFK64,False,Delta,ORD,JFK,"11:23 AM on Sat, Oct 11","7:59 PM on Sat, Oct 11",7 hr 36 min,1,512,0.2460643477547049,0.3561336485756944,1900-10-11 11:23:00,3496980.0,1900-10-11 19:59:00,3527940.0,456
ORD_JFK65,False,American,ORD,JFK,"5:00 AM on Sat, Oct 11","5:33 PM on Sat, Oct 11",11 hr 33 min,1,518,0.2460643477547049,0.3561336485756944,1900-10-11 05:00:00,3474000.0,1900-10-11 17:33:00,3519180.0,693
ORD_JFK66,False,American,ORD,JFK,"5:00 AM on Sat, Oct 11","11:00 PM on Sat, Oct 11",17 hr,1,518,0.2460643477547049,0.3561336485756944,1900-10-11 05:00:00,3474000.0,1900-10-11 23:00:00,3538800.0,1020
ORD_JFK67,False,American,ORD,JFK,"8:06 AM on Sat, Oct 11","11:00 PM on Sat, Oct 11",13 hr 54 min,1,518,0.2460643477547049,0.3561336485756944,1900-10-11 08:06:00,3485160.0,1900-10-11 23:00:00,3538800.0,834
ORD_JFK68,False,American,ORD,JFK,"5:00 AM on Sat, Oct 11","1:48 PM on Sat, Oct 11",7 hr 48 min,1,519,0.2460643477547049,0.3561336485756944,1900-10-11 05:00:00,3474000.0,1900-10-11 13:48:00,3505680.0,468
ORD_JFK69,False,American,ORD,JFK,"7:15 PM on Sat, Oct 11","4:17 PM on Sun, Oct 12",20 hr 2 min,1,523,0.2460643477547049,0.3561336485756944,1900-10-11 19:15:00,3525300.0,1900-10-12 16:17:00,3601020.0,1202
ORD_JFK70,False,American,ORD,JFK,"8:04 PM on Sat, Oct 11","4:17 PM on Sun, Oct 12",19 hr 13 min,1,523,0.2460643477547049,0.3561336485756944,1900-10-11 20:04:00,3528240.0,1900-10-12 16:17:00,3601020.0,1153
ORD_JFK71,False,American,ORD,JFK,"5:00 AM on Sat, Oct 11","5:16 PM on Sat, Oct 11",11 hr 16 min,1,529,0.2460643477547049,0.3561336485756944,1900-10-11 05:00:00,3474000.0,1900-10-11 17:16:00,3518160.0,676
ORD_JFK72,False,American,ORD,JFK,"5:17 PM on Sat, Oct 11","11:59 AM on Sun, Oct 12",17 hr 42 min,1,529,0.2460643477547049,0.3561336485756944,1900-10-11 17:17:00,3518220.0,1900-10-12 11:59:00,3585540.0,1062
ORD_JFK73,False,American,ORD,JFK,"6:16 PM on Sat, Oct 11","11:59 AM on Sun, Oct 12",16 hr 43 min,1,529,0.2460643477547049,0.3561336485756944,1900-10-11 18:16:00,3521760.0,1900-10-12 11:59:00,3585540.0,1003
ORD_JFK74,False,American,ORD,JFK,"7:01 PM on Sat, Oct 11","11:59 AM on Sun, Oct 12",15 hr 58 min,1,529,0.2460643477547049,0.3561336485756944,1900-10-11 19:01:00,3524460.0,1900-10-12 11:59:00,3585540.0,958
ORD_JFK75,False,American,ORD,JFK,"9:45 PM on Sat, Oct 11","11:59 AM on Sun, Oct 12",13 hr 14 min,1,529,0.2460643477547049,0.3561336485756944,1900-10-11 21:45:00,3534300.0,1900-10-12 11:59:00,3585540.0,794
ORD_JFK76,False,American,ORD,JFK,"9:45 PM on Sat, Oct 11","1:58 PM on Sun, Oct 12",15 hr 13 min,1,529,0.2460643477547049,0.3561336485756944,1900-10-11 21:45:00,3534300.0,1900-10-12 13:58:00,3592680.0,913
ORD_JFK77,False,Alaska,ORD,JFK,"6:00 AM on Sat, Oct 11","7:24 PM on Sat, Oct 11",12 hr 24 min,1,534,0.2460643477547049,0.3561336485756944,1900-10-11 06:00:00,3477600.0,1900-10-11 19:24:00,3525840.0,744
ORD_JFK78,False,Alaska,ORD,JFK,"8:00 AM on Sat, Oct 11","10:59 PM on Sat, Oct 11",13 hr 59 min,1,534,0.2460643477547049,0.3561336485756944,1900-10-11 08:00:00,3484800.0,1900-10-11 22:59:00,3538740.0,839
ORD_JFK79,False,Alaska,ORD,JFK,"10:05 AM on Sat, Oct 11","10:59 PM on Sat, Oct 11",11 hr 54 min,1,534,0.2460643477547049,0.3561336485756944,1900-10-11 10:05:00,3492300.0,1900-10-11 22:59:00,3538740.0,714
ORD_JFK80,False,American,ORD,JFK,"7:05 PM on Sat, Oct 11","10:05 AM on Sun, Oct 12",14 hr,1,554,0.2460643477547049,0.3561336485756944,1900-10-11 19:05:00,3524700.0,1900-10-12 10:05:00,3578700.0,840
ORD_JFK81,False,American,ORD,JFK,"11:40 AM on Sat, Oct 11","7:59 AM on Sun, Oct 12",19 hr 19 min,1,556,0.2460643477547049,0.3561336485756944,1900-10-11 11:40:00,3498000.0,1900-10-12 07:59:00,3571140.0,1159
ORD_JFK82,False,American,ORD,JFK,"6:47 PM on Sat, Oct 11","7:53 AM on Sun, Oct 12",12 hr 6 min,1,559,0.2460643477547049,0.3561336485756944,1900-10-11 18:47:00,3523620.0,1900-10-12 07:53:00,3570780.0,726
ORD_JFK83,False,American,ORD,JFK,"8:50 PM on Sat, Oct 11","7:53 AM on Sun, Oct 12",10 hr 3 min,1,559,0.2460643477547049,0.3561336485756944,1900-10-11 20:50:00,3531000.0,1900-10-12 07:53:00,3570780.0,603
ORD_JFK84,False,American,ORD,JFK,"7:05 AM on Sat, Oct 11","12:25 AM on Sun, Oct 12",16 hr 20 min,1,566,0.2460643477547049,0.3561336485756944,1900-10-11 07:05:00,3481500.0,1900-10-12 00:25:00,3543900.0,980
ORD_JFK85,False,American,ORD,JFK,"10:22 AM on Sat, Oct 11","12:25 AM on Sun, Oct 12",13 hr 3 min,1,566,0.2460643477547049,0.3561336485756944,1900-10-11 10:22:00,3493320.0,1900-10-12 00:25:00,3543900.0,783
ORD_JFK86,False,American,ORD,JFK,"4:01 PM on Sat, Oct 11","11:31 AM on Sun, Oct 12",18 hr 30 min,1,573,0.2460643477547049,0.3561336485756944,1900-10-11 16:01:00,3513660.0,1900-10-12 11:31:00,3583860.0,1110
ORD_JFK87,False,American,ORD,JFK,"8:29 PM on Sat, Oct 11","11:31 AM on Sun, Oct 12",14 hr 2 min,1,573,0.2460643477547049,0.3561336485756944,1900-10-11 20:29:00,3529740.0,1900-10-12 11:31:00,3583860.0,842
ORD_JFK88,False,American,ORD,JFK,"8:29 PM on Sat, Oct 11","2:30 PM on Sun, Oct 12",17 hr 1 min,1,573,0.2460643477547049,0.3561336485756944,1900-10-11 20:29:00,3529740.0,1900-10-12 14:30:00,3594600.0,1021
ORD_JFK89,False,American,ORD,JFK,"9:33 PM on Sat, Oct 11","11:31 AM on Sun, Oct 12",12 hr 58 min,1,573,0.2460643477547049,0.3561336485756944,1900-10-11 21:33:00,3533580.0,1900-10-12 11:31:00,3583860.0,778
ORD_JFK90,False,American,ORD,JFK,"9:33 PM on Sat, Oct 11","2:30 PM on Sun, Oct 12",15 hr 57 min,1,573,0.2460643477547049,0.3561336485756944,1900-10-11 21:33:00,3533580.0,1900-10-12 14:30:00,3594600.0,957
ORD_JFK91,False,American,ORD,JFK,"8:49 PM on Sat, Oct 11","7:48 AM on Sun, Oct 12",9 hr 59 min,1,580,0.2460643477547049,0.3561336485756944,1900-10-11 20:49:00,3530940.0,1900-10-12 07:48:00,3570480.0,599
ORD_JFK92,False,American,ORD,JFK,"5:05 PM on Sat, Oct 11","10:05 AM on Sun, Oct 12",16 hr,1,589,0.2460643477547049,0.3561336485756944,1900-10-11 17:05:00,3517500.0,1900-10-12 10:05:00,3578700.0,960
ORD_JFK93,False,American,ORD,JFK,"8:49 PM on Sat, Oct 11","10:30 AM on Sun, Oct 12",12 hr 41 min,2,597,0.2460643477547049,0.3561336485756944,1900-10-11 20:49:00,3530940.0,1900-10-12 10:30:00,3580200.0,761
ORD_JFK95,False,JetBlue,ORD,JFK,"10:08 AM on Sat, Oct 11","4:04 PM on Sat, Oct 11",4 hr 56 min,1,603,0.2460643477547049,0.3561336485756944,1900-10-11 10:08:00,3492480.0,1900-10-11 16:04:00,3513840.0,296
ORD_JFK96,False,JetBlue,ORD,JFK,"10:08 AM on Sat, Oct 11","6:59 PM on Sat, Oct 11",7 hr 51 min,1,603,0.2460643477547049,0.3561336485756944,1900-10-11 10:08:00,3492480.0,1900-10-11 18:59:00,3524340.0,471
ORD_JFK97,False,Delta,ORD,JFK,"5:20 AM on Sat, Oct 11","2:36 PM on Sat, Oct 11",8 hr 16 min,1,615,0.2460643477547049,0.3561336485756944,1900-10-11 05:20:00,3475200.0,1900-10-11 14:36:00,3508560.0,496
ORD_JFK98,False,Delta,ORD,JFK,"6:45 AM on Sat, Oct 11","2:36 PM on Sat, Oct 11",6 hr 51 min,1,615,0.2460643477547049,0.3561336485756944,1900-10-11 06:45:00,3480300.0,1900-10-11 14:36:00,3508560.0,411
ORD_JFK99,False,Delta,ORD,JFK,"8:57 AM on Sat, Oct 11","4:59 PM on Sat, Oct 11",7 hr 2 min,1,615,0.2460643477547049,0.3561336485756944,1900-10-11 08:57:00,3488220.0,1900-10-11 16:59:00,3517140.0,422
ORD_JFK100,False,American,ORD,JFK,"5:39 PM on Sat, Oct 11","2:32 PM on Sun, Oct 12",19 hr 53 min,1,616,0.2460643477547049,0.3561336485756944,1900-10-11 17:39:00,3519540.0,1900-10-12 14:32:00,3594720.0,1193
ORD_JFK101,False,American,ORD,JFK,"6:56 PM on Sat, Oct 11","11:00 AM on Sun, Oct 12",15 hr 4 min,1,616,0.2460643477547049,0.3561336485756944,1900-10-11 18:56:00,3524160.0,1900-10-12 11:00:00,3582000.0,904
ORD_JFK102,False,American,ORD,JFK,"6:56 PM on Sat, Oct 11","2:32 PM on Sun, Oct 12",18 hr 36 min,1,616,0.2460643477547049,0.3561336485756944,1900-10-11 18:56:00,3524160.0,1900-10-12 14:32:00,3594720.0,1116
ORD_JFK103,False,American,ORD,JFK,"9:07 PM on Sat, Oct 11","11:00 AM on Sun, Oct 12",12 hr 53 min,1,616,0.2460643477547049,0.3561336485756944,1900-10-11 21:07:00,3532020.0,1900-10-12 11:00:00,3582000.0,773
ORD_JFK104,False,American,ORD,JFK,"9:07 PM on Sat, Oct 11","2:32 PM on Sun, Oct 12",16 hr 25 min,1,616,0.2460643477547049,0.3561336485756944,1900-10-11 21:07:00,3532020.0,1900-10-12 14:32:00,3594720.0,985
ORD_JFK105,False,American,ORD,JFK,"8:48 PM on Sat, Oct 11","11:07 AM on Sun, Oct 12",13 hr 19 min,1,625,0.2460643477547049,0.3561336485756944,1900-10-11 20:48:00,3530880.0,1900-10-12 11:07:00,3582420.0,799
ORD_JFK106,False,American,ORD,JFK,"11:47 AM on Sat, Oct 11","5:29 PM on Sat, Oct 11",4 hr 42 min,1,632,0.2460643477547049,0.3561336485756944,1900-10-11 11:47:00,3498420.0,1900-10-11 17:29:00,3518940.0,282
ORD_JFK107,False,American,ORD,JFK,"11:47 AM on Sat, Oct 11","6:55 PM on Sat, Oct 11",6 hr 8 min,1,632,0.2460643477547049,0.3561336485756944,1900-10-11 11:47:00,3498420.0,1900-10-11 18:55:00,3524100.0,368
ORD_JFK108,False,American,ORD,JFK,"11:47 AM on Sat, Oct 11","8:00 PM on Sat, Oct 11",7 hr 13 min,1,632,0.2460643477547049,0.3561336485756944,1900-10-11 11:47:00,3498420.0,1900-10-11 20:00:00,3528000.0,433
ORD_JFK109,False,American,ORD,JFK,"7:05 PM on Sat, Oct 11","12:22 PM on Sun, Oct 12",16 hr 17 min,1,649,0.2460643477547049,0.3561336485756944,1900-10-11 19:05:00,3524700.0,1900-10-12 12:22:00,3586920.0,977
